ÈÕÆÚ,ÖÐ¼ä¼Û,³®Âò¼Û,»ãÂò¼Û,³®/»ãÂô¼Û,ÕÇµø¶î,ÕÇµø·ù
2013/4/15,6.3303,6.1026,6.2969,6.3411,?0.0688,?1.0988%
2013/4/14,6.2615,6.047,6.2395,6.2834,?0.0000,?0.0000%
2013/4/13,6.2615,6.0488,6.2414,6.2853,?0.0000,?0.0000%
2013/4/12,6.2615,6.047,6.2395,6.2834,-0.0032,-0.05%
2013/4/11,6.2647,6.0161,6.2077,6.2513,-0.0376,-0.60%
2013/4/10,6.3023,6.0194,6.2111,6.2547,?0.0074,?0.1176%
2013/4/9,6.2949,6.052,6.2447,6.2885,-0.05,-0.79%
2013/4/8,6.3449,6.0727,6.2661,6.3101,-0.3353,-5.02%
2013/4/7,6.6802,6.139,6.3344,6.3789,?0.0000,?0.0000%
2013/4/6,6.6802,6.1327,6.328,6.3724,?0.0000,?0.0000%
2013/4/5,6.6802,6.2187,6.4167,6.4618,?0.0000,?0.0000%
2013/4/4,6.6802,6.4449,6.6501,6.6968,?0.0000,?0.0000%
2013/4/3,6.6802,6.4039,6.6078,6.6542,-0.039,-0.58%
2013/4/2,6.7192,6.4169,6.6213,6.6678,?0.0856,?1.2904%
2013/4/1,6.6336,6.399,6.6027,6.6491,-0.015,-0.23%
2013/3/31,6.6486,6.3656,6.5682,6.6144,?0.0000,?0.0000%
2013/3/30,6.6486,6.3656,6.5682,6.6144,?0.0000,?0.0000%
2013/3/29,6.6486,6.3656,6.5682,6.6144,?0.0152,?0.2291%
2013/3/28,6.6334,6.3869,6.5903,6.6366,?0.0171,?0.2585%
2013/3/27,6.6163,6.3465,6.5486,6.5946,-0.0376,-0.57%
2013/3/26,6.6539,6.3757,6.5787,6.6249,?0.0584,?0.8855%
2013/3/25,6.5955,6.3258,6.5272,6.573,?0.0067,?0.1017%
2013/3/24,6.5888,6.3504,6.5526,6.5986,?0.0000,?0.0000%
2013/3/23,6.5888,6.3538,6.5561,6.6021,?0.0000,?0.0000%
2013/3/22,6.5888,6.3504,6.5526,6.5986,?0.0590,?0.9035%
2013/3/21,6.5298,6.3011,6.5017,6.5474,-0.0664,-1.01%
2013/3/20,6.5962,6.2915,6.4918,6.5374,?0.0380,?0.5794%
2013/3/19,6.5582,6.293,6.4934,6.539,-0.042,-0.64%
2013/3/18,6.6002,6.3167,6.5178,6.5636,?0.0885,?1.3591%
2013/3/17,6.5117,6.2859,6.4861,6.5316,?0.0000,?0.0000%
2013/3/16,6.5117,6.2859,6.4861,6.5316,?0.0000,?0.0000%
2013/3/15,6.5117,6.2859,6.4861,6.5316,-0.0142,-0.22%
2013/3/14,6.5259,6.2311,6.4295,6.4747,-0.0024,-0.04%
2013/3/13,6.5283,6.2588,6.4581,6.5035,?0.0445,?0.6863%
2013/3/12,6.4838,6.2647,6.4641,6.5095,-0.0337,-0.52%
2013/3/11,6.5175,6.2469,6.4458,6.4911,-0.0854,-1.29%
2013/3/10,6.6029,6.263,6.4624,6.5078,?0.0000,?0.0000%
2013/3/9,6.6029,6.263,6.4624,6.5078,?0.0000,?0.0000%
2013/3/8,6.6029,6.263,6.4624,6.5078,-0.0613,-0.92%
2013/3/7,6.6642,6.3766,6.5797,6.6259,-0.0521,-0.78%
2013/3/6,6.7163,6.4268,6.6314,6.678,?0.0067,?0.0999%
2013/3/5,6.7096,6.4471,6.6524,6.6992,?0.0107,?0.1597%
2013/3/4,6.6989,6.4242,6.6288,6.6753,-0.052,-0.77%
2013/3/3,6.7509,6.4208,6.6252,6.6718,?0.0000,?0.0000%
2013/3/2,6.7509,6.4208,6.6252,6.6718,?0.0000,?0.0000%
2013/3/1,6.7509,6.4208,6.6252,6.6718,-0.0375,-0.55%
2013/2/28,6.7884,6.518,6.7255,6.7728,-0.022,-0.32%
2013/2/27,6.8104,6.5595,6.7684,6.8159,?0.0344,?0.5077%
2013/2/26,6.776,6.5325,6.7405,6.7879,?0.1046,?1.5679%
2013/2/25,6.6714,6.4095,6.6136,6.6601,-0.0561,-0.83%
2013/2/24,6.7275,6.4442,6.6494,6.6961,?0.0000,?0.0000%
2013/2/23,6.7275,6.4442,6.6494,6.6961,?0.0000,?0.0000%
2013/2/22,6.7275,6.4442,6.6494,6.6961,?0.0387,?0.5786%
2013/2/21,6.6888,6.4518,6.6572,6.704,-0.0039,-0.06%
2013/2/20,6.6927,6.4509,6.6563,6.7031,?0.0091,?0.1362%
2013/2/19,6.6836,6.437,6.6419,6.6886,?0.0045,?0.0674%
2013/2/18,6.6791,6.4116,6.6158,6.6623,-0.0233,-0.35%
2013/2/17,6.7024,6.439,6.644,6.6907,?0.0000,?0.0000%
2013/2/16,6.7024,6.437,6.6419,6.6886,?0.0000,?0.0000%
2013/2/15,6.7024,6.4672,6.6731,6.72,?0.0000,?0.0000%
2013/2/14,6.7024,6.452,6.6574,6.7042,?0.0000,?0.0000%
2013/2/13,6.7024,6.449,6.6544,6.7011,?0.0000,?0.0000%
2013/2/12,6.7024,6.3901,6.5936,6.6399,?0.0000,?0.0000%
2013/2/11,6.7024,6.5039,6.711,6.7581,?0.0000,?0.0000%
2013/2/10,6.7024,6.4948,6.7016,6.7487,?0.0000,?0.0000%
2013/2/9,6.7024,6.4916,6.6983,6.7454,?0.0000,?0.0000%
2013/2/8,6.7024,6.4864,6.6929,6.7399,-0.0096,-0.14%
2013/2/7,6.712,6.4109,6.615,6.6615,?0.0082,?0.1223%
2013/2/6,6.7038,6.4112,6.6154,6.6618,-0.0903,-1.33%
2013/2/5,6.7941,6.4817,6.688,6.735,?0.0311,?0.4599%
2013/2/4,6.763,6.4806,6.687,6.734,-0.0652,-0.95%
2013/2/1,6.8282,6.4992,6.7062,6.7533,-0.052,-0.76%
2013/1/31,6.8802,6.6008,6.811,6.8588,-0.0253,-0.37%
2013/1/30,6.9055,6.573,6.7822,6.8299,-0.0142,-0.21%
2013/1/29,6.9197,6.6331,6.8443,6.8923,?0.0401,?0.5829%
2013/1/28,6.8796,6.6304,6.8415,6.8896,-0.0418,-0.60%
2013/1/25,6.9214,6.5892,6.799,6.8468,-0.1484,-2.10%
2013/1/24,7.0698,6.7046,6.9181,6.9667,?0.0018,?0.0255%
2013/1/23,7.068,6.7965,7.0129,7.0622,?0.0827,?1.1839%
2013/1/22,6.9853,6.7717,6.9874,7.0364,?0.0181,?0.2598%
2013/1/21,6.9672,6.7121,6.9258,6.9744,?0.0015,?0.0215%
2013/1/18,6.9657,6.6751,6.8876,6.936,-0.1623,-2.28%
2013/1/17,7.128,6.7335,6.9479,6.9967,?0.0688,?0.9746%
2013/1/16,7.0592,6.8089,7.0257,7.0751,?0.0716,?1.0247%
2013/1/15,6.9876,6.7586,6.9738,7.0228,-0.0052,-0.07%
2013/1/14,6.9928,6.7142,6.928,6.9767,-0.0497,-0.71%
2013/1/11,7.0425,6.7272,6.9414,6.9901,-0.0725,-1.02%
2013/1/10,7.115,6.8082,7.025,7.0744,-0.0835,-1.16%
2013/1/9,7.1985,6.8629,7.0815,7.1312,?0.0283,?0.3947%
2013/1/8,7.1702,6.8735,7.0924,7.1422,?0.0467,?0.6556%
2013/1/7,7.1235,6.8495,7.0676,7.1172,-0.0534,-0.74%
2013/1/4,7.1769,6.7999,7.0164,7.0657,-0.128,-1.75%
2012/12/31,7.3049,6.924,7.1445,7.1947,?0.0415,?0.5714%
2012/12/28,7.2634,6.987,7.2095,7.2601,-0.0703,-0.96%
2012/12/27,7.3337,7.0203,7.2438,7.2947,-0.0405,-0.55%
2012/12/26,7.3742,7.0489,7.2734,7.3245,-0.0308,-0.42%
2012/12/25,7.405,7.0918,7.3176,7.369,-0.0279,-0.38%
2012/12/24,7.4329,7.1224,7.3492,7.4008,-0.008,-0.11%
2012/12/21,7.4409,7.1447,7.3722,7.424,-0.0521,-0.70%
2012/12/20,7.493,7.1624,7.3905,7.4424,?0.0496,?0.6664%
2012/12/19,7.4434,7.1273,7.3543,7.4059,-0.04,-0.53%
2012/12/18,7.4834,7.1685,7.3967,7.4487,?0.0114,?0.1526%
2012/12/17,7.472,7.1858,7.4146,7.4667,-0.0294,-0.39%
2012/12/14,7.5014,7.2159,7.4457,7.498,-0.0299,-0.40%
2012/12/13,7.5313,7.2172,7.447,7.4993,-0.0725,-0.95%
2012/12/12,7.6038,7.2839,7.5158,7.5686,-0.0137,-0.18%
2012/12/11,7.6175,7.303,7.5355,7.5885,?0.0101,?0.1328%
2012/12/10,7.6074,7.303,7.5355,7.5884,-0.0077,-0.10%
2012/12/7,7.6151,7.2764,7.5081,7.5608,-0.002,-0.03%
2012/12/6,7.6171,7.2658,7.4972,7.5498,-0.0424,-0.55%
2012/12/5,7.6595,7.2947,7.5269,7.5798,?0.0236,?0.3091%
2012/12/4,7.6359,7.3039,7.5365,7.5894,?0.0289,?0.3799%
2012/12/3,7.607,7.2974,7.5297,7.5826,-0.034,-0.45%
2012/11/30,7.641,7.269,7.5005,7.5532,?0.0003,?0.0039%
2012/11/29,7.6407,7.2957,7.528,7.5809,?0.0028,?0.0367%
2012/11/28,7.6379,7.3416,7.5754,7.6286,-0.0118,-0.15%
2012/11/27,7.6497,7.3103,7.5431,7.5961,?0.0533,?0.7016%
2012/11/26,7.5964,7.3202,7.5533,7.6063,-0.0217,-0.28%
2012/11/23,7.6181,7.2941,7.5263,7.5792,?0.0050,?0.0657%
2012/11/22,7.6131,7.266,7.4974,7.5501,-0.0619,-0.81%
2012/11/21,7.675,7.3152,7.5481,7.6011,-0.039,-0.51%
2012/11/20,7.714,7.4029,7.6386,7.6923,?0.0040,?0.0519%
2012/11/19,7.71,7.4074,7.6432,7.6969,-0.028,-0.36%
2012/11/16,7.738,7.4046,7.6404,7.6941,-0.0797,-1.02%
2012/11/15,7.8177,7.4076,7.6435,7.6972,-0.0771,-0.98%
2012/11/14,7.8948,7.5029,7.7418,7.7962,?0.0074,?0.0938%
2012/11/13,7.8874,7.5834,7.8248,7.8798,-0.0277,-0.35%
2012/11/12,7.9151,7.5624,7.8032,7.858,?0.0007,?0.0088%
2012/11/9,7.9144,7.5862,7.8277,7.8827,?0.0405,?0.5144%
2012/11/8,7.8739,7.5298,7.7696,7.8242,?0.0377,?0.4811%
2012/11/7,7.8362,7.5004,7.7392,7.7936,-0.0156,-0.20%
2012/11/6,7.8518,7.5215,7.761,7.8155,?0.0294,?0.3758%
2012/11/5,7.8224,7.5105,7.7497,7.8041,-0.0175,-0.22%
2012/11/2,7.8399,7.4971,7.7358,7.7902,-0.0328,-0.42%
2012/11/1,7.8727,7.5344,7.7743,7.8289,-0.022,-0.28%
2012/10/31,7.8947,7.5492,7.7896,7.8443,?0.0197,?0.2502%
2012/10/30,7.875,7.583,7.8245,7.8795,-0.0218,-0.28%
2012/10/29,7.8968,7.5724,7.8136,7.8684,?0.0519,?0.6616%
2012/10/26,7.8449,7.5708,7.8119,7.8668,-0.041,-0.52%
2012/10/25,7.8859,7.5139,7.7531,7.8076,-0.0016,-0.02%
2012/10/24,7.8875,7.5607,7.8014,7.8562,?0.0137,?0.1740%
2012/10/23,7.8738,7.5605,7.8012,7.856,-0.0665,-0.84%
2012/10/22,7.9403,7.5693,7.8103,7.8652,?0.0087,?0.1097%
2012/10/19,7.9316,7.6181,7.8607,7.9159,-0.0218,-0.27%
2012/10/18,7.9534,7.6274,7.8703,7.9255,-0.0345,-0.43%
2012/10/17,7.9879,7.6715,7.9158,7.9714,-0.0035,-0.04%
2012/10/16,7.9914,7.6719,7.9161,7.9717,-0.052,-0.65%
2012/10/15,8.0434,7.6953,7.9403,7.9961,-0.0193,-0.24%
2012/10/12,8.0627,7.7157,7.9613,8.0173,-0.0543,-0.67%
2012/10/11,8.117,7.7462,7.9929,8.049,?0.0136,?0.1678%
2012/10/10,8.1034,7.748,7.9946,8.0508,?0.0124,?0.1533%
2012/10/9,8.091,7.7509,7.9977,8.0539,?0.0465,?0.5780%
2012/10/8,8.0445,7.7618,8.0089,8.0652,-0.1239,-1.52%
2012/10/5,8.1684,7.7255,7.9715,8.0275,?0.0000,?0.0000%
2012/10/4,8.1684,7.7363,7.9827,8.0387,?0.0000,?0.0000%
2012/10/3,8.1684,7.7541,8.001,8.0572,?0.0000,?0.0000%
2012/10/2,8.1684,7.7755,8.0231,8.0794,?0.0000,?0.0000%
2012/10/1,8.1684,7.783,8.0308,8.0872,?0.0000,?0.0000%
2012/9/28,8.1684,7.7852,8.0331,8.0896,?0.0044,?0.0539%
2012/9/27,8.164,7.8322,8.0816,8.1383,?0.0097,?0.1190%
2012/9/26,8.1543,7.8346,8.084,8.1408,?0.0119,?0.1461%
2012/9/25,8.1424,7.8351,8.0846,8.1414,?0.0268,?0.3302%
2012/9/24,8.1156,7.8131,8.0619,8.1185,?0.0204,?0.2520%
2012/9/21,8.0952,7.7915,8.0396,8.0961,?0.0177,?0.2191%
2012/9/20,8.0775,7.7894,8.0374,8.0939,?0.0283,?0.3516%
2012/9/19,8.0492,7.7094,7.9548,8.0107,-0.0024,-0.03%
2012/9/18,8.0516,7.7565,8.0034,8.0596,-0.0513,-0.63%
2012/9/17,8.1029,7.7839,8.0318,8.0882,-0.0521,-0.64%
2012/9/14,8.155,7.7898,8.0378,8.0943,?0.0155,?0.1904%
2012/9/13,8.1395,7.8732,8.1238,8.1809,-0.0002,0.00%
2012/9/12,8.1397,7.8461,8.0959,8.1527,?0.0345,?0.4257%
2012/9/11,8.1052,7.8232,8.0723,8.129,?0.0069,?0.0852%
